Tester Name,Date,Plant ID - Replicate Number,,Height (cm),Test Type,Additional Notes
,8.5347,3.53688172043011,,,,
,8.4366,3.48908602150538,,,,
,8.2404,3.44129032258065,,,,
,8.1423,3.39349462365591,,,,
,7.9461,3.34569892473118,,,,
,7.848,3.29790322580645,,,,
,7.6518,3.25010752688172,,,,
,7.5537,3.20231182795699,,,,
,7.3575,3.15451612903226,,,,
,7.2594,3.10672043010753,,,,
,7.1613,3.0589247311828,,,,
,7.0632,3.01112903225806,,,,
,6.867,2.96333333333333,,,,
,6.7689,2.9155376344086,,,,
,6.6708,2.86774193548387,,,,
,6.4746,2.81994623655914,,,,
,6.3765,2.77215053763441,,,,
,6.2784,2.72435483870968,,,,
,6.0822,2.67655913978495,,,,
,5.886,2.62876344086022,,,,
,5.7879,2.58096774193548,,,,
,5.6898,2.53317204301075,,,,
,5.4936,2.48537634408602,,,,
,5.3955,2.43758064516129,,,,
,5.1993,2.38978494623656,,,,
,5.1012,2.34198924731183,,,,
,5.0031,2.2941935483871,,,,
,4.8069,2.24639784946237,,,,
,4.7088,2.19860215053763,,,,
,4.5126,2.1508064516129,,,,
,4.3164,2.10301075268817,,,,
,4.2183,2.05521505376344,,,,
,4.1202,2.00741935483871,,,,
,3.924,1.95962365591398,,,,
,3.8259,1.91182795698925,,,,
,3.7278,1.86403225806452,,,,
,3.5316,1.81623655913979,,,,
,3.4335,1.76844086021505,,,,
,3.3354,1.72064516129032,,,,
,3.1392,1.67284946236559,,,,
,3.0411,1.62505376344086,,,,
,2.943,1.57725806451613,,,,
,2.8449,1.5294623655914,,,,
,2.6487,1.48166666666667,,,,
,2.5506,1.43387096774194,,,,
,2.4525,1.3860752688172,,,,
,2.3544,1.33827956989247,,,,
,2.1582,1.29048387096774,,,,
,2.0601,1.24268817204301,,,,
,1.962,1.19489247311828,,,,
,1.7658,1.14709677419355,,,,
,1.6677,1.09930107526882,,,,
,1.5696,1.05150537634409,,,,
,1.3734,1.00370967741936,,,,
,1.2753,0.955913978494624,,,,
,1.1772,0.908118279569893,,,,
,0.981,0.860322580645162,,,,
,0.8829,0.81252688172043,,,,
,0.7848,0.764731182795699,,,,
,0.5886,0.716935483870968,,,,
,0.3924,0.669139784946236,,,,
,0.2943,0.621344086021506,,,,
,0.0981,0.573548387096774,,,,
,0,0.525752688172043,,,,
,-0.0981,0.477956989247312,,,,
,-0.2943,0.430161290322581,,,,
,-0.4905,0.382365591397849,,,,
,-0.6867,0.334569892473118,,,,
,-0.7848,0.286774193548387,,,,
,-0.7848,0.238978494623656,,,,
,-0.7848,0.191182795698925,,,,
,-0.5886,0.143387096774194,,,,
,-0.4905,0.0955913978494625,,,,
,-0.6867,0.0477956989247312,,,,
